"Name","Cuisines","Cost","Timings","Collections","url","UserId","Review Text","Rating","Time","Reviews Count","Followers Count","Photos Count"
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","51095641","Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!
Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!
Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!",5,"2019-05-17 22:17:55",2,1,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","84724636","Papiya Shuvro was great. She helped us get the tables quickly and suggested us the best sizzlers in the menu. Ambience was awesome. She suggested the best table and was very helpful till we were there. Will visit again for the awesome service. You guys should try as well if u plan to take your loved one n give an osm experience then this is the place.",5,"2019-05-17 21:12:52",1,0,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","10869021","Quite good ambience,liked special restro biryani,must try,like the service Papiya and shuvro,they were really good at der service.will like to visit again.Its nice place to visit specially at nyt tym.food was yum.Should try biryani.",5,"2019-05-17 15:33:38",1,13,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","15767831","Pradeep and shubroto were amazing and friendly. Service was awesome n food out of the world.must visit for all people out there. Will visit again",5,"2019-05-17 14:32:02",1,40,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","29813197","We visited this place for a colleagues farewell. We had a really great time.Good food and service by Pradeep and Shobro. Will come again later",5,"2019-05-17 14:30:52",7,1,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","38790902","The restaurant has an amazing ambience. Staff is polite and suggest good recommendations on food. If you visit Beyond Flavours sometime, do reach out to Papiya and Shuvro as she can suggest some really good dishes.",5,"2019-05-16 22:31:39",2,1,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","53930968","Excellent food and service. Special mention for Papiya Shuvro. Surprised to see such good quality food being served at such low prices. Ambience is quite good too. Highly recommended.",5,"2019-05-16 21:56:43",5,2,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","103830439","Papiya and Shuvro as the f&b executives were really courteous and friendly. Thoroughly enjoyed our experience here. Good place for a cute Lil date hehe and for a nice family dinner. ",5,"2019-05-16 21:17:39",1,0,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","36789423","This was the first time we visited this restaurant and the experience was good in terms of food, hospitality, service and ambience. Thanks to shubro and papiya for their hospitality",5,"2019-05-16 20:44:43",1,16,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","1662729","We went for lunch buffet yesterday and took a chance after seeing some good and some average reviews in Zomato.
The spread in buffet is too less, just 3 veg and 3 non veg starters, 2 main course in veg and non veg, just one fried rice and chicken Biryani.
Desserts are ice cream and jamun.
The taste was ok and not to expect too much. Little disappointing when starters are not hot.
Fish fry was decent, Schezwan chicken was ok.
Veg spring rolls were too good.
Big surprise for me is Onion rings as starters 🤣😂
Kadai ghost in main course was good but missing that masala flavour.
Chicken was ok. Biryani is average, egg fried rice was good.
For the money we pay, we expect some good food. They use much of colour in food item's.
Suggestion to management is use less coating and less food colouring in starters.
Overall experience is ok, but they can be much better for the amount you pay.",3,"2019-05-16 07:13:25",25,24,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","37862374","The place is just beyond beautiful. Ambience is excellent and food is good. The service by Soumen Das is extremely good. Highly recommended place. ",4,"2019-05-15 21:46:27",3,12,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","42257080","I have been to beyond a few times and have tried out a lot of their dishes, it never disappoints.
I would specially recommend their soups, the healthy broth soup and the roasted chicken soup are amazing.
In addition the service is great and our server Papiya was very courteous and prompt. This place has become my go to place for a good dining experience. ",5,"2019-05-15 21:09:10",2,31,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","56189381","If you have time to waste for taste u r most welcome ... the taste was really superb but the service was very very slow..! Dishes were impressively having different flavours which i liked..!",4,"2019-05-15 18:33:00",4,2,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","29204399","The food here is good and would add on if you could increase your spread.Ananya was courteous and good at serving..!!Ambience was also good and was peaceful...........................!!!!!!!!!!♥️♥️♥️♥️♥️♥️♥️♥️♥️",5,"2019-05-15 15:18:31",1,54,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","39265879","Pardeep and shubrat has served great food and great ambience. Must try !!!
The food is awesome and ambience is too good. A great place to go with a team",5,"2019-05-15 15:07:37",1,33,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","67219437","One of the best restaurants in Hyderabad near Gachibowli.. ambiance was good.. Lunch spread was good and was very tasty.
Thank Papiya for her guidance. ",5,"2019-05-15 15:02:12",2,0,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","29617955","I really liked the food here it was different from what we get in every other restaurant ..really appreciate the service by Papiya..loved the presentation of the food..",5,"2019-05-15 14:49:37",3,14,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","35790558","Had a good food and good time at this place.. Ambience was really good and had a nice time... Thanks @shubro for assistance and guidance for having food.. ",4,"2019-05-15 14:18:51",1,1,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","36439682","Best place to hangout...😊
Food is really great...
Thanks Papiya for the service...😊
Staff was reallly co-operative... 
Ambience is really great, especially PDR(Private Dining Room) is awesome...😍👌🏻",5,"2019-05-15 14:13:58",1,0,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","47691019","we went for a team lunch, such a worst restaurant.. food was tasteless, service was very slow and Ac was not working. We’ve requested them multiple times but its of no use. Please don’t waste your money and I strictly recommend not to prefer beyond flavours,",1,"2019-05-15 03:26:20",1,24,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","40020422","Discovered this place while returning from an despicable day at the office. Walked in, and ordered some food thinking it'd be the same takeout food one could get at any outlet.
But. But, the food turned out to be a saviour. And the way they've designed this place is indeed remarkable. The lights, and the mixed setup would give you a retro feel. Good for a normal group of people who would want to sit and a have a great conversation over food.",5,"2019-05-15 00:17:46",3,2,2
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","27453715","Second time being here it's really beyond imagination beyond taste and beyond flavours as well. Very courteous staff and very hospitile.
Taste is good but the best part is presentation,,, it's really meeting the standard of a 5 star restaurant .
Very impressed with Mr Ahmed , Pradeep and Mr Dipanajan who are very friendly and took care of us very well. Good job guys keep it up.",5,"2019-05-15 00:07:21",47,4729,8
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","34817790","We ordered Vegetable Lasagne and sizzler chicken tikka, both of which were absolutely delicious. The ambience is amazing and the service is good.",5,"2019-05-15 00:00:14",8,4,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","1506012","One of the best food experiences I had in hyderabad. The desserts was yum. Appricot pudding is must have. @Ahmed Khan your service was unparalled. Keep up the good work.",5,"2019-05-14 23:12:39",3,0,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","44199468","Ahmed was a great help in beyond flavour... He may suggest great food as he has good experience. The staters and sizzler was too good. The sauce that was use in the chicken dish was awsome. Nan was very soft even if you take without butter you can easily eat.
Great experience in beyond flavors.",5,"2019-05-14 22:58:32",1,1,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","61989408","Had dinner at this place and the attendant was Papiya. The staff is very friendly and the ambiance is awesome. Good variety of food and beverages.",5,"2019-05-14 21:24:27",1,0,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","1262558","We happened to go to this place on last sunday and it was mothers day and they had flat 50 on the buffet meal for the mother which i really liked..Needless to say the Ambience and music was really good .We had a reservation but had to wait fir 10 mins to get a seat..They served us mango juice as wrlcome drink which tasted really good.The buffet spread was one of a kind:
Strters : Veg : paneer tikka, veg spring roll and veg cutlet.They were lil cold but the taste wad good
Non veg : chicken kebab , chicken manchurian and fish .Fish was very tasty though it coupd taste better if it was hot.Chicken was fair enuf.
Singapore Noodles,Egg salad and pasta : They were good but it was cold.
Main course: mutton rogan josh, chicken tikka masala,palak paneer All were equally good
Biriyani: Egg frued rice and chicken biriyani were really great.
Desserts : moong dal halwa tasted really yumm, ice cream,gulab jamun,cut fruits,banana cake 
The staff were too slow in service and the food was refilles very slow.We had to wait for quite long time to actually eat to stomach full.
They could improve the above points to stand better!
Overall :3.2",3,"2019-05-14 16:26:16",51,230,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","58086681","Good Ambience with an absolutely delicious food.
I’ve got best company here by ANANYA (Beyond Flavours)
The place is quite and has peaceful music with fun loving staff.
Great place for friends.",4,"2019-05-14 15:43:18",1,0,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","35514955","I have been at this place for dinner a few days back. The ambience was good. The restaurant was almost half occupied. We immediately got a table. But then waited for 10 mins to get water and menu, that too after a few reminders. We ordered a few starters, main course items and mock drinks. Only the starters could be served in 30 mins. There was no sign of mock drinks! We noticed similar service issues on other tables. Noticed guests literally shouting on the staff.
The food was just average. Dishes were not prepared well, at least when compared to 4.1 rating on Zomato.
We finally decided to just have starters, and hop onto another restaurant for rest of the meal!",2,"2019-05-12 08:37:28",1,2,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","39471814","I have been to this place twice and had 2 different experiences.
1st time it was with colleagues and I loved the food and ambience and service and everything except the prices as it was too costly. Their special baked biriyani is work a try, it's unique and tasty.
Because of the good experience I revisited this place with my sister. She orders a mocktail and it was terrible.they replace it but it was still not good. And then I asked them about a starter, if it was with bone or boneless and they told me it was boneless, later on the arrival they told me that it comes with both. It's disappointing to know that the staff doesn't know about the menu.",3,"2019-05-12 00:13:20",20,23,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","44915847","It's one of the best places to hangout with friends. Seemed like a quiet common place for group lunches etc.
Food was very good and the ambience was also very nice.
Loved everything.❤ ",5,"2019-05-11 22:51:24",2,0,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","56233805","Ambience is good and staff are polite and friendly. Food is super good and had nice time having lunch .... keep up the good work. Thank you for your nice hospitality. Loved it 💕 💕 💕 ",5,"2019-05-11 16:32:09",2,1,0
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","1624523","I would like to introduce this restaurant to a new ingredient called salt. If you add that yo your food, it would taste way better. So basically none of the food we ordered had salt. We ordered Fries, panko mozzarella sticks, Tomato cream soup, panner65 & ""Italian"" Nachos. Not sure how that was nachos or italian. They basically bought a pack of dorittos and added mozarella cheese on top. The beans were not baked at all, and the entire dish was cold except for the plate that it was brought in. Pretty sure they just dumped the items and stashed it inside a microwave. The paneer 65 was horrendous. Might as well called it garlic 65 with no salt. Next was the mozarella sticks, which was again cold and no salt. The only decent item that we got was the fries and the soup. Thanks to gid we didnt order any main course. All these came up to 1300 and odd. Thanks to Zomato Gold, our price went down. This place is way too expensive for the quality of food they serve. And talking about the restaurant in general, the place looks decent but there are stoves stashed under tables and seats and plants kept at inconvenient spots. They really need to clean up more. ",1,"2019-05-11 10:06:02",13,67,6
"Beyond Flavours","Chinese, Continental, Kebab, European, South Indian, North Indian",800,"12noon – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)","Food Hygiene Rated Restaurants in Hyderabad, Corporate Favorites, Great Buffets, Top-Rated, Gold Curated, Live Sports Screenings","https://www.zomato.com/hyderabad/beyond-flavours-gachibowli/reviews","50358643","Hostile staff, okeish food, not so great ambiance. Not sure how the rating on zomato stands at 4.1
Starters we're decent but main course was horrible.
Will not suggest this place. ",1,"2019-05-10 23:24:54",2,10,0
